X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
3,4,aug,fri,4.528289142,112.4,573.0,2.292534757,11.2,84,7.6,False,1.458615023
2,4,aug,fri,4.528289142,112.4,573.0,2.292534757,21.4,42,3.1,False,1.658228077
6,3,aug,fri,4.522874943,141.1,629.1,2.091864062,19.3,39,3.6,False,0.9400072585
4,4,aug,fri,4.557029811,167.6,684.4,2.63905733,21.8,53,3.1,False,2.020222182
4,4,aug,tue,4.550714,102.2,550.3,2.747270914,22.1,54,7.6,False,0.5822156199
6,5,aug,tue,4.557029811,131.7,607.1,3.165475048,19.4,55,4.0,False,0.1570037488
2,2,aug,tue,4.533674184,152.6,658.2,2.727852828,23.7,24,3.1,False,0.0
3,4,aug,tue,4.533674184,152.6,658.2,2.727852828,21.0,32,3.1,False,0.0
4,4,aug,tue,4.533674184,152.6,658.2,2.727852828,19.1,53,2.7,False,1.686398954
2,2,aug,tue,4.533674184,152.6,658.2,2.727852828,21.8,56,3.1,False,0.4187103349
8,6,aug,tue,4.533674184,152.6,658.2,2.727852828,20.1,58,4.5,False,2.329227024
2,5,aug,tue,4.533674184,152.6,658.2,2.727852828,20.2,47,4.0,False,1.40854497
4,6,dec,sun,4.447346101,27.2,353.5,2.054123734,4.8,57,8.5,False,2.30058309
8,6,dec,wed,4.442651256,27.8,354.6,1.840549633,5.1,61,8.0,False,2.500615943
4,6,dec,thu,4.449685283,26.4,352.0,1.098612289,5.1,61,4.9,False,1.853168097
4,4,dec,mon,4.458987676,25.4,349.7,1.280933845,4.6,21,8.5,False,2.936512914
3,4,dec,mon,4.458987676,25.4,349.7,1.280933845,4.6,21,8.5,False,2.462149663
4,4,dec,mon,4.458987676,25.4,349.7,1.280933845,4.6,21,8.5,False,3.136797714
4,4,dec,mon,4.458987676,25.4,349.7,1.280933845,4.6,21,8.5,False,2.376764491
4,6,dec,fri,4.450852826,26.7,352.6,1.62924054,2.2,59,4.9,False,2.329227024
6,5,dec,tue,4.458987676,25.4,349.7,1.280933845,5.1,24,8.5,False,3.249211025
6,3,feb,sun,4.453183829,27.5,353.5,1.481604541,4.2,51,4.0,False,0.0
3,4,feb,wed,4.476199805,6.6,18.7,1.435084525,8.8,35,3.1,False,0.7419373447
5,4,feb,fri,4.456670178,4.9,15.8,1.987874348,7.5,46,8.0,False,3.228430038
2,5,jul,sun,4.552823706,169.7,411.8,2.587764035,23.4,40,6.3,False,0.0
7,6,jul,wed,4.523960131,183.1,437.7,2.602689685,12.6,90,7.6,True,0.0
7,4,jul,sat,4.528289142,104.2,474.9,2.302585093,22.1,49,2.7,False,0.0
7,4,jul,sat,4.528289142,104.2,474.9,2.302585093,24.2,32,1.8,False,0.0
7,4,jul,sat,4.528289142,104.2,474.9,2.302585093,24.3,30,1.8,False,0.0
2,5,jul,sat,4.528289142,104.2,474.9,2.302585093,18.7,53,1.8,False,0.0
9,4,jul,sat,4.528289142,104.2,474.9,2.302585093,25.3,39,0.9,False,2.197224577
4,5,jul,fri,4.528289142,100.2,466.3,1.987874348,22.9,40,1.3,False,1.291983682
7,6,jul,tue,4.544358047,180.4,430.8,2.48490665,26.9,28,5.4,False,4.471067201
8,6,jul,tue,4.535820108,88.8,440.9,2.251291799,17.1,67,3.6,False,2.024193067
7,5,jun,sun,4.544358047,180.4,430.8,2.48490665,22.2,48,1.3,False,0.0
6,4,jun,sun,4.515245478,89.5,290.8,2.00148,14.3,46,1.8,False,0.6418538862
8,6,jun,sun,4.515245478,89.5,290.8,2.00148,15.4,45,2.2,False,0.0
8,6,jun,wed,4.523960131,147.8,377.2,2.617395833,19.6,43,4.9,False,0.0
6,5,jun,mon,4.515245478,93.3,298.1,2.140066163,20.7,25,4.9,False,0.0
6,5,jun,mon,4.515245478,93.3,298.1,2.140066163,19.1,39,5.4,False,1.508511994
3,6,jun,fri,4.522874943,94.1,232.1,2.091864062,19.2,38,4.5,False,0.0
3,6,jun,fri,4.522874943,94.1,232.1,2.091864062,19.2,38,4.5,False,0.0
6,5,may,sat,4.455509411,28.0,113.8,1.504077397,11.3,94,4.9,False,0.0
1,4,sep,sun,4.506454213,84.1,714.3,1.902107526,19.0,52,2.2,False,0.0
7,4,sep,sun,4.506454213,84.1,714.3,1.902107526,17.1,53,5.4,False,0.3435897044
3,4,sep,sun,4.506454213,84.1,714.3,1.902107526,23.8,35,3.6,False,1.821318271
2,4,sep,sun,4.536891345,105.8,758.1,2.388762789,16.0,45,1.8,False,0.0
2,4,sep,sun,4.536891345,105.8,758.1,2.388762789,24.9,27,2.2,False,0.0
7,4,sep,sun,4.536891345,105.8,758.1,2.388762789,25.3,27,2.7,False,0.0
6,3,sep,sun,4.536891345,105.8,758.1,2.388762789,24.8,28,1.8,False,2.72719902
6,5,sep,wed,4.539030383,115.4,777.1,2.282382386,24.3,27,4.9,False,0.0
4,4,sep,wed,4.539030383,115.4,777.1,2.282382386,19.7,41,1.8,False,0.9477893989
3,4,sep,wed,4.523960131,134.7,817.5,2.104134154,18.5,30,2.7,False,0.0
4,5,sep,thu,4.536891345,96.2,739.4,2.261763098,18.6,24,5.8,False,0.0
4,4,sep,thu,4.536891345,96.2,739.4,2.261763098,19.2,24,4.9,False,1.564440547
6,5,sep,thu,4.541164856,119.0,783.5,2.140066163,21.6,27,2.2,False,0.0
5,4,sep,thu,4.541164856,119.0,783.5,2.140066163,21.6,28,6.3,False,1.688249093
6,3,sep,thu,4.541164856,119.0,783.5,2.140066163,18.9,34,7.2,False,3.565581238
1,4,sep,thu,4.541164856,119.0,783.5,2.140066163,16.8,28,4.0,False,2.105352923
6,5,sep,thu,4.541164856,119.0,783.5,2.140066163,16.8,28,4.0,False,0.6981347221
3,5,sep,thu,4.518522379,136.9,822.8,2.054123734,12.9,39,2.7,False,1.156881197
6,5,sep,thu,4.489759334,53.3,726.9,1.85629799,13.7,56,1.8,False,1.690095815
1,4,sep,sat,4.534747722,102.3,751.5,2.240709689,24.2,27,3.1,False,0.0
5,4,sep,sat,4.534747722,102.3,751.5,2.240709689,24.1,27,3.1,False,0.0
6,5,sep,sat,4.534747722,102.3,751.5,2.240709689,21.2,32,2.2,False,0.0
6,5,sep,sat,4.534747722,102.3,751.5,2.240709689,19.7,35,1.8,False,0.0
4,3,sep,sat,4.534747722,102.3,751.5,2.240709689,23.5,27,4.0,False,1.465567542
3,3,sep,sat,4.534747722,102.3,751.5,2.240709689,24.2,27,3.1,False,2.0255132
7,4,sep,sat,4.523960131,124.4,795.3,2.251291799,21.5,28,4.5,False,2.811809435
4,4,sep,sat,4.523960131,124.4,795.3,2.251291799,17.1,41,2.2,False,2.503073954
1,4,sep,mon,4.533674184,87.7,721.1,2.351375257,18.1,54,3.1,False,1.141033005
2,3,sep,mon,4.528289142,108.4,764.0,1.974081026,18.0,51,5.4,False,0.0
4,3,sep,mon,4.528289142,108.4,764.0,1.974081026,9.8,86,1.8,False,0.0
7,4,sep,mon,4.528289142,108.4,764.0,1.974081026,19.3,44,2.2,False,0.0
6,3,sep,mon,4.528289142,108.4,764.0,1.974081026,23.0,34,2.2,False,4.043752776
8,6,sep,mon,4.528289142,108.4,764.0,1.974081026,22.7,35,2.2,False,2.13771045
2,4,sep,mon,4.528289142,108.4,764.0,1.974081026,20.4,41,1.8,False,0.9042181506
2,5,sep,mon,4.528289142,108.4,764.0,1.974081026,19.3,44,2.2,False,1.595338988
8,6,sep,mon,4.531523646,111.7,770.3,2.014903021,15.7,51,2.2,False,0.0
6,3,sep,mon,4.527208645,130.1,807.1,2.140066163,20.6,37,1.8,False,0.0
8,6,sep,mon,4.527208645,130.1,807.1,2.140066163,15.9,51,4.5,False,1.156881197
6,3,sep,mon,4.527208645,130.1,807.1,2.140066163,12.2,66,4.9,False,1.960094784
2,2,sep,mon,4.527208645,130.1,807.1,2.140066163,16.8,43,3.1,False,1.921324674
1,4,sep,mon,4.527208645,130.1,807.1,2.140066163,21.3,35,2.2,False,3.373826185
5,4,sep,fri,4.533674184,99.0,745.3,2.360854001,10.1,75,3.6,False,0.0
3,4,sep,fri,4.533674184,99.0,745.3,2.360854001,17.4,57,4.5,False,0.0
5,4,sep,fri,4.533674184,99.0,745.3,2.360854001,12.8,64,3.6,False,0.9707789172
5,4,sep,fri,4.533674184,99.0,745.3,2.360854001,10.1,75,3.6,False,1.549687908
4,4,sep,fri,4.533674184,99.0,745.3,2.360854001,15.4,53,6.3,False,2.117459609
7,4,sep,fri,4.533674184,99.0,745.3,2.360854001,20.6,43,3.6,False,1.10856262
7,4,sep,fri,4.533674184,99.0,745.3,2.360854001,19.8,47,2.7,False,1.00063188
7,4,sep,fri,4.533674184,99.0,745.3,2.360854001,18.7,50,2.2,False,1.941615225
4,4,sep,fri,4.533674184,99.0,745.3,2.360854001,20.8,35,4.9,False,2.643333886
4,4,sep,fri,4.533674184,99.0,745.3,2.360854001,20.8,35,4.9,False,0.8153648133
6,3,sep,fri,4.537961436,122.0,789.7,2.415913778,15.9,55,3.6,False,0.0
6,3,sep,fri,4.537961436,122.0,789.7,2.415913778,19.7,39,2.7,False,0.0
1,4,sep,fri,4.537961436,122.0,789.7,2.415913778,21.1,39,2.2,False,2.210469804
6,5,sep,fri,4.537961436,122.0,789.7,2.415913778,18.4,42,2.2,False,0.737164066
4,3,sep,fri,4.537961436,122.0,789.7,2.415913778,17.3,45,4.0,False,1.597365331
7,4,sep,fri,4.49088104,55.2,732.3,2.533696814,15.2,64,3.1,False,0.4187103349
4,3,sep,tue,4.531523646,111.7,770.3,2.014903021,15.9,53,2.2,False,1.368639426
6,5,sep,tue,4.531523646,111.7,770.3,2.014903021,21.1,35,2.7,False,1.894616855
6,5,sep,tue,4.531523646,111.7,770.3,2.014903021,19.6,45,3.1,False,3.04594999
4,5,sep,tue,4.522874943,132.3,812.1,2.602689685,15.9,38,5.4,False,1.011600912
4,5,sep,tue,4.522874943,132.3,812.1,2.602689685,16.4,27,3.6,False,0.0
6,5,sep,sat,4.523960131,94.3,744.4,2.240709689,16.8,47,4.9,False,2.613006652
4,5,sep,sun,4.521788577,276.3,825.1,2.091864062,13.8,77,7.6,False,0.0
7,4,sep,sun,4.521788577,276.3,825.1,2.091864062,13.8,77,7.6,False,2.489894191
3,4,jul,wed,4.531523646,133.6,520.5,2.197224577,14.2,58,4.0,False,0.0
4,5,aug,sun,4.532599493,203.2,664.5,2.208274414,10.4,75,0.9,False,0.0
5,4,aug,thu,4.562262685,222.4,698.6,2.701361213,20.3,42,2.7,False,0.0
6,5,sep,fri,4.514150788,290.0,855.3,2.128231706,10.3,78,4.0,False,2.960105096
6,5,sep,sat,4.523960131,94.3,744.4,2.240709689,15.4,57,4.9,False,3.697591395
8,6,aug,mon,4.533674184,207.0,672.6,2.219203484,21.1,54,2.2,False,0.0
2,2,aug,sat,4.550714,231.1,715.1,2.240709689,21.9,42,2.2,False,5.168379509
6,5,mar,thu,4.520701029,18.9,30.6,2.197224577,8.7,51,5.8,False,0.0
5,4,jul,wed,4.550714,101.3,458.8,2.557227311,19.3,39,7.2,False,2.16676537
8,6,aug,thu,4.518522379,194.1,643.0,2.054123734,16.2,63,2.7,False,2.852439104
8,6,aug,wed,4.566429358,217.7,690.0,2.944438979,28.2,29,1.8,False,1.925707442
9,6,aug,thu,4.528289142,248.4,753.8,1.987874348,20.5,58,2.7,False,3.781230715
8,4,aug,sat,4.528289142,273.8,819.1,2.163323026,21.3,44,4.5,False,2.578700529
2,4,aug,sun,4.528289142,181.3,613.0,2.151762203,20.9,50,2.2,False,2.833213344
3,4,sep,sun,4.516338972,96.7,750.5,2.517696473,20.6,55,5.4,False,3.24220165
5,5,mar,thu,4.520701029,18.9,30.6,2.197224577,11.6,48,5.4,False,0.0
6,4,aug,fri,4.562262685,227.0,706.7,2.564949357,23.3,34,3.1,False,3.392492941
7,4,aug,fri,4.562262685,227.0,706.7,2.564949357,23.3,34,3.1,False,0.0
7,4,feb,mon,4.450852826,9.5,58.3,1.62924054,7.5,71,6.3,False,2.394252282
8,6,sep,fri,4.522874943,91.3,738.1,2.104134154,20.7,46,2.7,False,3.439776864
1,3,sep,sun,4.521788577,276.3,825.1,2.091864062,21.9,43,4.0,False,4.273327218
2,4,mar,tue,4.547541073,15.0,25.6,2.517696473,15.2,19,7.6,False,0.0
6,5,feb,mon,4.443827036,4.6,46.7,1.16315081,5.3,68,1.8,False,0.0
4,5,feb,sun,4.454347296,9.0,56.9,1.504077397,10.1,62,1.8,False,3.966132331
4,3,sep,sun,4.516338972,96.7,750.5,2.517696473,20.4,55,4.9,False,1.534714366
5,6,aug,sun,4.528289142,181.3,613.0,2.151762203,24.3,33,3.6,False,1.532556868
1,2,aug,sat,4.550714,231.1,715.1,2.240709689,25.9,32,3.1,False,0.0
9,5,jun,wed,4.54648119,49.5,297.7,2.708050201,28.0,34,4.5,False,0.0
9,5,jun,wed,4.54648119,49.5,297.7,2.708050201,28.0,34,4.5,False,2.214846179
3,4,sep,thu,4.522874943,88.2,731.7,2.2300144,22.8,46,4.0,False,1.78339122
9,9,aug,fri,4.562262685,227.0,706.7,2.564949357,25.0,36,4.0,False,0.0
8,6,aug,thu,4.518522379,194.1,643.0,2.054123734,21.3,41,3.6,False,0.0
2,4,sep,wed,4.487512143,84.8,725.1,1.547562509,21.8,34,2.2,False,1.95160817
2,2,aug,tue,4.56017282,212.1,680.9,2.351375257,27.9,27,2.2,False,0.0
6,5,sep,sat,4.478472533,291.3,860.6,1.609437912,17.0,67,4.9,False,1.599387577
4,5,feb,sat,4.450852826,8.2,55.0,1.360976553,14.2,46,4.0,False,0.0
4,3,sep,fri,4.514150788,290.0,855.3,2.128231706,19.9,44,3.1,False,2.174751721
1,4,jul,tue,4.535820108,96.2,450.2,2.57261223,23.4,31,5.4,False,0.0
6,3,feb,fri,4.443827036,7.3,52.8,1.30833282,14.7,42,2.7,False,0.0
7,4,feb,fri,4.449685283,3.2,43.6,1.458615023,8.2,53,9.4,False,1.726331664
9,4,jul,mon,4.535820108,92.1,442.1,2.379546134,22.8,27,4.5,False,0.9669838462
7,5,aug,sat,4.550714,231.1,715.1,2.240709689,26.4,33,3.6,False,0.0
5,4,aug,sun,4.549657476,235.1,723.1,2.406945108,24.1,50,4.0,False,0.0
8,6,aug,thu,4.562262685,222.4,698.6,2.701361213,27.5,27,4.9,False,6.616439948
6,3,jul,tue,4.540098189,164.1,575.8,2.292534757,26.3,39,3.1,False,2.081938422
6,5,mar,wed,4.547541073,17.3,28.3,2.388762789,13.8,24,5.8,False,0.0
2,4,aug,sun,4.532599493,203.2,664.5,2.208274414,24.9,42,5.4,False,1.235471471
2,5,aug,sun,4.528289142,181.3,613.0,2.151762203,24.8,36,4.0,False,1.398716881
8,8,aug,wed,4.529368473,191.4,635.9,2.174751721,26.2,36,4.5,False,5.22982437
2,4,aug,wed,4.566429358,217.7,690.0,2.944438979,30.8,19,4.5,False,0.0
8,6,jul,sun,4.498697941,263.1,795.9,1.824549292,29.3,27,3.6,False,1.987874348
1,3,sep,sat,4.523960131,94.3,744.4,2.240709689,22.3,48,4.0,False,0.5423242908
8,6,aug,sat,4.550714,231.1,715.1,2.240709689,26.9,31,3.6,False,1.785070481
2,2,aug,thu,4.528289142,248.4,753.8,1.987874348,20.4,56,2.2,False,0.0
8,6,aug,thu,4.528289142,248.4,753.8,1.987874348,20.4,56,2.2,False,0.0
2,4,aug,mon,4.533674184,207.0,672.6,2.219203484,27.9,33,2.2,False,1.208960346
1,3,aug,thu,4.562262685,222.4,698.6,2.701361213,26.2,34,5.8,False,0.0
3,4,aug,sun,4.528289142,181.3,613.0,2.151762203,24.6,44,4.0,False,1.435084525
7,4,sep,thu,4.507557357,287.2,849.3,2.054123734,19.4,45,3.6,False,0.0
1,3,aug,sat,4.533674184,178.0,605.3,2.360854001,23.3,40,4.0,False,1.996059933
8,6,aug,thu,4.562262685,222.4,698.6,2.701361213,23.9,38,6.7,False,0.0
2,4,aug,sun,4.549657476,235.1,723.1,2.406945108,20.9,66,4.9,False,2.793616089
1,4,aug,fri,4.517431272,269.8,811.2,1.871802177,22.2,45,3.6,False,0.0
2,5,jul,sat,4.519612298,84.7,376.6,1.887069649,23.8,51,1.8,False,0.0
8,6,aug,mon,4.533674184,207.0,672.6,2.219203484,26.8,35,1.3,False,0.4317824164
8,6,aug,sat,4.504244267,253.6,768.4,2.370243741,14.2,73,2.7,False,0.0
2,5,aug,sat,4.550714,231.1,715.1,2.240709689,23.6,53,4.0,False,2.005525859
1,3,sep,fri,4.522874943,91.3,738.1,2.104134154,19.1,46,2.2,False,0.2851789422
5,4,sep,fri,4.514150788,290.0,855.3,2.128231706,16.2,58,3.6,False,0.0
8,6,aug,mon,4.533674184,207.0,672.6,2.219203484,25.5,29,1.8,False,0.8020015855
6,5,apr,mon,4.487512143,24.9,41.6,1.547562509,10.9,64,3.1,False,1.470175845
1,2,jul,fri,4.518522379,80.9,368.3,2.879198457,14.8,78,8.0,False,0.0
2,5,sep,fri,4.514150788,290.0,855.3,2.128231706,16.2,58,3.6,False,2.394252282
5,5,aug,sun,4.553876892,47.9,100.7,2.459588842,17.3,80,4.5,False,0.0
6,5,aug,sun,4.532599493,203.2,664.5,2.208274414,19.1,70,2.2,False,0.0
3,4,mar,wed,4.547541073,17.3,28.3,2.388762789,8.9,35,8.0,False,0.0
7,4,sep,wed,4.507557357,284.9,844.0,2.406945108,10.5,77,4.0,False,0.0
7,4,aug,sun,4.528289142,181.3,613.0,2.151762203,19.3,61,4.9,False,0.0
4,5,aug,wed,4.566429358,217.7,690.0,2.944438979,23.4,49,5.4,False,2.005525859
1,4,aug,fri,4.516338972,196.8,649.9,2.850706502,11.8,88,4.9,False,2.371177884
7,4,aug,mon,4.527208645,238.2,730.6,2.140066163,17.7,65,4.0,False,0.0
4,5,aug,thu,4.504244267,266.2,803.3,1.887069649,17.4,54,3.1,False,0.0
3,4,aug,thu,4.528289142,248.4,753.8,1.987874348,16.8,56,3.1,False,0.0
3,4,jul,mon,4.56017282,160.0,567.2,2.87356464,17.9,48,2.7,False,0.0
2,4,aug,thu,4.528289142,248.4,753.8,1.987874348,16.6,59,2.7,False,0.0
1,4,aug,wed,4.529368473,191.4,635.9,2.174751721,19.9,50,4.0,False,4.427836171
8,6,aug,sat,4.550714,231.1,715.1,2.240709689,18.9,64,4.9,False,1.463255402
7,4,aug,sat,4.528289142,273.8,819.1,2.163323026,15.5,72,8.0,False,1.078409581
2,5,aug,sat,4.550714,231.1,715.1,2.240709689,18.9,64,4.9,False,0.0
8,6,aug,sat,4.550714,231.1,715.1,2.240709689,18.9,64,4.9,False,0.0
1,4,sep,sun,4.521788577,276.3,825.1,2.091864062,14.5,76,7.6,False,1.549687908
6,5,feb,tue,4.332048265,4.4,16.2,1.064710737,4.6,82,6.3,False,1.854734268
6,4,feb,tue,4.332048265,4.4,16.2,1.064710737,5.1,77,5.4,False,1.1442228
2,2,feb,sat,4.388257184,3.6,15.3,1.029619417,4.6,59,0.9,False,2.059238834
6,5,mar,mon,4.479606963,15.1,36.9,2.091864062,10.2,45,5.8,False,1.430311247
3,4,mar,wed,4.513054897,18.5,41.1,2.116255515,11.2,41,5.4,False,1.87946505
6,5,mar,thu,4.525044142,20.6,43.5,2.251291799,13.3,27,3.6,False,2.029463172
6,3,apr,sun,4.521788577,14.6,25.6,2.587764035,13.7,33,9.4,False,4.129228964
5,4,apr,sun,4.521788577,14.6,25.6,2.587764035,17.6,27,5.8,False,0.0
4,3,may,fri,4.506454213,25.4,73.7,1.902107526,18.0,40,4.0,False,3.675794215
8,3,jun,mon,4.49088104,96.2,229.0,1.740466175,14.3,79,4.0,False,1.078409581
9,4,jun,sat,4.516338972,61.1,252.6,2.341805806,24.5,50,3.1,False,4.267176793
4,3,jun,thu,4.543294782,103.8,316.7,2.468099531,26.4,35,2.7,False,2.405141681
2,5,jun,thu,4.550714,121.7,350.2,2.944438979,22.7,40,9.4,False,1.432700734
4,3,jul,thu,4.548599834,85.3,395.0,2.388762789,27.2,28,1.3,False,1.01523068
4,3,jul,sun,4.550714,101.3,423.4,2.753660712,26.1,45,4.0,False,2.123458427
7,4,jul,sun,4.550714,101.3,423.4,2.753660712,18.2,82,4.5,False,1.166270937
7,4,jul,mon,4.502029427,103.9,431.6,2.00148,22.6,57,4.9,False,5.633109621
9,9,jul,thu,4.545420182,114.4,560.0,2.351375257,30.2,25,4.5,False,1.32175584
4,3,jul,thu,4.545420182,114.4,560.0,2.351375257,30.2,22,4.9,False,0.0
3,4,aug,sun,4.563305982,130.3,587.1,2.714694744,23.4,40,5.8,False,0.8285518176
8,6,aug,sun,4.563305982,130.3,587.1,2.714694744,31.0,27,5.4,False,0.0
2,5,aug,sun,4.563305982,130.3,587.1,2.714694744,33.1,25,4.0,False,3.311637305
2,4,aug,mon,4.564348191,135.5,596.3,3.104586678,30.6,28,3.6,False,1.121677562
5,4,aug,tue,4.565389316,141.3,605.8,2.928523524,24.1,43,6.3,False,1.098612289
5,4,aug,tue,4.565389316,141.3,605.8,2.928523524,26.4,34,3.6,False,2.856470206
4,4,aug,tue,4.565389316,141.3,605.8,2.928523524,19.4,71,7.6,False,3.864931398
4,4,aug,wed,4.565389316,141.3,605.8,2.928523524,20.6,58,1.3,False,0.0
4,4,aug,wed,4.565389316,141.3,605.8,2.928523524,28.7,33,4.0,False,0.0
4,4,aug,thu,4.572646994,152.0,624.1,2.694627181,32.4,21,4.5,False,0.0
1,3,aug,fri,4.573679519,158.0,633.6,2.509599262,32.4,27,2.2,False,0.0
1,3,aug,fri,4.573679519,158.0,633.6,2.509599262,27.5,29,4.5,False,3.791436042
6,6,aug,sat,4.574710979,164.0,643.0,2.708050201,30.8,30,4.9,False,2.260720889
6,6,aug,mon,4.576770711,175.5,661.8,2.879198457,23.9,42,2.2,False,0.0
4,5,aug,mon,4.576770711,175.5,661.8,2.879198457,32.6,26,3.1,False,1.327075001
3,4,aug,tue,4.575741375,181.1,671.2,2.727852828,32.3,27,2.2,False,2.752386015
6,5,aug,tue,4.575741375,181.1,671.2,2.727852828,33.3,26,2.7,False,3.726656818
7,5,aug,tue,4.575741375,181.1,671.2,2.727852828,27.3,63,4.9,True,2.469793012
8,6,aug,tue,4.575741375,181.1,671.2,2.727852828,21.6,65,4.9,True,0.0
7,5,aug,tue,4.575741375,181.1,671.2,2.727852828,21.6,65,4.9,True,0.0
4,4,aug,tue,4.575741375,181.1,671.2,2.727852828,20.7,69,4.9,True,0.0
2,4,aug,wed,4.559126247,139.4,689.1,3.044522438,29.2,30,4.9,False,1.08180517
4,3,aug,wed,4.559126247,139.4,689.1,3.044522438,28.9,29,4.9,False,3.923753928
1,2,aug,thu,4.521788577,163.2,744.4,2.406945108,26.7,35,1.8,False,1.916922612
1,2,aug,fri,4.521788577,166.9,752.6,2.091864062,18.5,73,8.5,False,0.0
2,4,aug,fri,4.521788577,166.9,752.6,2.091864062,25.9,41,3.6,False,0.0
1,2,aug,fri,4.521788577,166.9,752.6,2.091864062,25.9,41,3.6,False,0.0
5,4,aug,fri,4.521788577,166.9,752.6,2.091864062,21.1,71,7.6,True,1.153731588
6,5,aug,fri,4.521788577,166.9,752.6,2.091864062,18.2,62,5.4,False,0.3576744443
8,6,aug,sun,4.414009681,56.7,665.6,1.064710737,27.8,35,2.7,False,0.0
4,3,aug,sun,4.414009681,56.7,665.6,1.064710737,27.8,32,2.7,False,2.006870849
2,4,aug,sun,4.414009681,56.7,665.6,1.064710737,21.9,71,5.8,False,4.01259206
7,4,aug,sun,4.414009681,56.7,665.6,1.064710737,21.2,70,6.7,False,2.498151877
1,4,aug,sat,4.558078578,146.0,614.7,2.509599262,25.6,42,4.0,False,0.0
6,3,nov,tue,4.388257184,3.0,106.7,0.7419373447,11.8,31,4.5,False,0.0
